Index,Name1,Name,Date_of_birth,Season_year,Season,Team1,Team,Games_Played,Goals,Assists,Points,PlusMinus_Ratings,Penalty_Minutes,Shots_on_Goal,Shooting_Percentage,PowerPlay_Goals,PowerPlay_Assists,Short_Goals,Short_Assists,Game_Winning_Goals,Game_Tying_Goals,Time_on_Ice_per_Game,Production,Number,Games_Started,Wins,Losses,Ties,Overtime_Losses,Goals_Against,Goals_Against_Average,Shots_Against,Saves,Save_Percentage,Shutouts,Position1,Position,Height,Weight,x,Body_mass_index,Place_of_birth1,Place_of_birth,Age,Experience
2919,Shayne Toporowski,షేన్ టోపోరోవ్స్కీ,8/6/1975,1997,'96-'97,TOR,టిఓఆర్,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,188,95,26.9,26.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Paddockwood, Saskatchewan","పాడాక్‌వుడ్, సస్కట్చేవాన్",22,1
2920,Shea Weber,షియా వెబర్,8/14/1985,2006,'05-'06,NSH,ఎన్‌ఎస్‌హెచ్,990,218,352,570,83,681,2661,4.3,102,126,5,6,34,0,17:00,47:36:00,6,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,193,107,28.7,28.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Sicamous, British Columbia","సికామస్, బ్రిటిష్ కొలంబియా",21,1
2921,Shean Donovan,షీన్ డోనోవన్,1/22/1975,1995,'94-'95,SJ,ఎస్.జె,951,112,129,241,-90,705,1243,0,7,6,10,4,20,0,0:00,0:00,10,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,188,95,26.9,26.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Timmins, Ontario","టిమ్మిన్స్, అంటారియో",20,1
2922,Sheldon Brookbank,షెల్డన్ బ్రూక్‌బ్యాంక్,10/3/1980,2007,'06-'07,NSH,ఎన్‌ఎస్‌హెచ్,351,7,37,44,17,473,282,0,0,1,1,1,2,0,8:16,24:48:00,21,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,92,26.9,26.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Lanigan, Saskatchewan","లనిగన్, సస్కట్చేవాన్",27,1
2923,Sheldon Keefe,షెల్డన్ కీఫ్,9/17/1980,2001,'00-'01,TB,టిబి,125,12,12,24,-25,78,135,12.5,0,2,0,0,1,2,8:00,98:04:00,28,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,180,84,25.9,25.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Brampton, Ontario","బ్రాంప్టన్, అంటారియో",21,1
2924,Sheldon Kennedy,షెల్డన్ కెన్నెడీ,6/15/1969,1990,'89-'90,DET,డిఇటి,310,49,58,107,-15,233,400,8.7,2,3,5,1,5,2,0:00,0:00,33,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,178,82,25.9,25.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Elkhorn, Manitoba","ఎల్ఖోర్న్, మానిటోబా",21,1
2925,Sheldon Souray,షెల్డన్ సౌరే,7/13/1976,1998,'97-'98,NJ,ఎన్.జె,758,109,191,300,-22,1145,1770,4.1,51,83,5,5,22,1,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,193,108,29,29<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Elk Point, Alberta","ఎల్క్ పాయింట్, అల్బెర్టా",22,1
2926,Shjon Podein,ష్జోన్ పోడెన్,3/5/1968,1993,'92-'93,EDM,ఇడిఎం,699,100,106,206,62,439,967,20.3,4,6,8,5,20,0,0:00,0:00,25,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,188,90,25.5,25.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Rochester, Minnesota","రోచెస్టర్, మిన్నెసోటా",25,1
2927,Sidney Crosby,సిడ్నీ క్రాస్బీ,8/7/1987,2006,'05-'06,PIT,పిఐటి,984,462,801,1263,175,673,3172,14,140,318,3,7,64,0,20:08,15:59,87,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,180,91,28.1,28.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Cole Harbour, Nova Scotia","కోల్ హార్బర్, నోవా స్కోటియా",19,1
2928,Simon Despres,సైమన్ డెస్ప్రెస్,7/27/1991,2012,'11-'12,PIT,పిఐటి,193,6,37,43,31,150,232,4.5,1,4,0,0,1,0,14:13,64:00:00,32,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,193,99,26.6,26.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Laval, Quebec","లావల్, క్యూబెక్",21,1
2929,Simon Gagne,సైమన్ గాగ్నే,2/29/1980,2000,'99-'00,PHI,పిహెచ్ఐ,822,291,310,601,129,328,2312,12.6,81,110,12,12,53,4,14:59,24:58:00,12,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,185,88,25.7,25.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Ste. Foy, Quebec","సెయింట్. ఫోయ్, క్యూబెక్",20,1
2930,Simon Gamache,సైమన్ గమాచే,1/3/1981,2003,'02-'03,ATL,ఎటిఎల్,48,6,7,13,-10,18,55,0,2,1,0,0,0,0,12:37,0:00,39,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,175,82,26.8,26.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Thetford Mines, Quebec","థెట్‌ఫోర్డ్ మైన్స్, క్యూబెక్",22,1
2931,Simon Lajeunesse,సైమన్ లాజినెస్సే,1/22/1981,2002,'01-'02,OTT,ఓటిటి,1,0,0,0,0,0,0,NONE,0,0,0,0,0,0,23:30,NONE,35,0,0,0,0,0,0,0,9,9,1,0,Goaltender,గోల్ టెండర్ ,185,81,23.7,23.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Quebec City, Quebec","క్యూబెక్ సిటీ, క్యూబెక్",21,1
2932,Slava Kozlov,స్లావా కోజ్లోవ్,5/3/1972,1992,'91-'92,DET,డిఇటి,1182,356,497,853,96,704,2843,0,99,201,4,7,56,4,0:00,0:00,13,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,178,86,27.1,27.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Voskresensk, USSR","వోస్క్రేసెన్స్క్, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",20,1
2933,Slava Voynov,స్లావా వోయ్నోవ్,1/15/1990,2012,'11-'12,LA,ఎల్ఎ,190,18,63,81,23,72,313,9.3,5,23,0,1,4,0,18:32,50:03:00,26,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,183,86,25.7,25.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Chelyabinsk, USSR","చెలియాబిన్స్క్, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",22,1
2934,Spencer Machacek,స్పెన్సర్ మచాసెక్,10/14/1988,2009,'08-'09,ATL,ఎటిఎల్,25,2,7,9,6,7,20,0,0,0,0,0,0,0,8:12,0:00,74,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,185,91,26.6,26.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Lethbridge, Alberta","లెత్‌బ్రిడ్జ్, అల్బెర్టా",21,1
2935,Stacy Roest,స్టేసీ రోస్ట్,3/15/1974,1999,'98-'99,DET,డిఇటి,244,28,48,76,-8,54,331,8,3,5,4,0,5,1,0:00,0:00,23,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,175,84,27.4,27.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Lethbridge, Alberta","లెత్‌బ్రిడ్జ్, అల్బెర్టా",25,1
2936,Staffan Kronwall,స్టాఫాన్ క్రోన్‌వాల్,9/9/1982,2006,'05-'06,TOR,టిఓఆర్,66,1,3,4,-7,23,37,0,0,0,0,0,1,0,12:57,440:20:00,8,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,193,95,25.5,25.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Jarfalla, Sweden","జర్ఫాల్లా, స్వీడన్",24,1
2937,Stan Drulia,స్టాన్ డ్రులియా,1/5/1968,1993,'92-'93,TB,టిబి,126,15,27,42,-28,52,136,9.1,2,6,2,0,2,1,0:00,0:00,20,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,180,86,26.5,26.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Elmira, New York","ఎల్మిరా, న్యూయార్క్",25,1
2938,Stan Neckar,స్టాన్ నెకర్,12/22/1975,1995,'94-'95,OTT,ఓటిటి,510,12,41,53,-69,316,289,2.9,1,2,1,2,2,0,0:00,0:00,2,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,97,28.3,28.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Ceske Budejovice,సెస్కే బుడెజోవైస్ ,20,1
2939,Stanislav Chistov,స్టానిస్లావ్ చిస్టోవ్,4/17/1983,2003,'02-'03,ANA,ఎఎన్ఎ,196,19,42,61,-20,116,233,10.5,6,17,0,0,3,0,13:35,35:46:00,13,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,178,91,28.7,28.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Chelyabinsk, Russia","చెల్యాబిన్స్క్, రష్యా",20,1
2940,Stanislav Galiev,స్టానిస్లావ్ గలీవ్,1/17/1992,2015,'14-'15,WSH,డబ్ల్యు.ఎస్.హెచ్ ,26,1,3,4,3,4,32,50,0,0,0,0,0,0,9:23,18:46,16,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,185,85,24.8,24.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Moscow, Russia","మాస్కో, రష్యా",23,1
2941,Stanislav Gron,స్టానిస్లావ్ గ్రోన్,10/28/1978,2001,'00-'01,NJ,ఎన్.జె,1,0,0,0,1,0,2,0,0,0,0,0,0,0,9:55,0:00,10,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,188,93,26.3,26.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Bratislava,బ్రాటిస్లావా,23,1
2942,Stefan Bergkvist,స్టీఫన్ బెర్గ్‌విస్ట్,3/10/1975,1996,'95-'96,PIT,పిఐటి,7,0,0,0,-1,9,4,0,0,0,0,0,0,0,0:00,0:00,3,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,188,98,27.7,27.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Leksand,లెక్సాండ్,21,1
2943,Stefan Della Rovere,స్టీఫన్ డెల్లా రోవెరే,2/25/1990,2011,'10-'11,STL,ఎస్.టి.ఎల్ ,7,0,0,0,0,11,4,0,0,0,0,0,0,0,6:05,0:00,76,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,180,91,28.1,28.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Richmond Hill, Ontario","రిచ్మండ్ హిల్, అంటారియో",21,1
2944,Stefan Elliott,స్టీఫన్ ఇలియట్,1/30/1991,2012,'11-'12,COL,సిఓఎల్,87,8,17,25,-5,16,170,4.8,0,3,0,0,1,0,17:09,51:26:00,29,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,86,25.1,25.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Vancouver, British Columbia","వాంకోవర్, బ్రిటిష్ కొలంబియా",21,1
2945,Stefan Meyer,స్టీఫన్ మేయర్,7/20/1985,2008,'07-'08,FLA,ఎఫ్ఎల్ఎ,20,0,2,2,-1,17,12,0,0,0,0,0,0,0,2:26,0:00,19,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,188,91,25.8,25.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Medicine Hat, Saskatchewan","మెడిసిన్ టోపీ, సస్కట్చేవాన్",23,1
2946,Stefan Ruzicka,స్టీఫన్ రుజికా,2/17/1985,2006,'05-'06,PHI,పిహెచ్ఐ,55,4,13,17,-1,47,86,0,1,4,0,0,0,0,4:48,0:00,14,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,183,91,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Nitra, Czechoslovakia","నైట్రా, చెకోస్లోవేకియా",21,1
2947,Stefan Ustorf,స్టీఫన్ ఉస్టోర్ఫ్,1/3/1974,1996,'95-'96,WSH,డబ్ల్యు.ఎస్.హెచ్ ,54,7,10,17,5,16,46,17.9,0,0,0,2,1,0,0:00,0:00,16,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,183,84,25.1,25.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Kaufbeuren,కౌఫ్‌బ్యూరెన్,22,1
2948,Stephan Lebeau,స్టీఫన్ లెబ్యూ,2/28/1968,1989,'88-'89,MTL,ఎంటిఎల్,373,118,159,277,61,105,684,0,41,50,0,0,22,1,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,178,78,24.6,24.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"St. Jerome, Quebec","సెయింట్ జెరోమ్, క్యూబెక్",21,1
2949,Stephane Beauregard,స్టెఫాన్ బ్యూరెగార్డ్,1/10/1968,1990,'89-'90,WPG,డబ్ల్యుపిజి ,90,0,0,0,0,0,0,NONE,0,0,0,0,0,0,56:47:00,NONE,31,17,19,39,11,0,19.41,3.28,2220,1952,0.896,2,Goaltender,గోల్ టెండర్ ,180,84,25.9,25.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Cowansville, Quebec","కోవాన్స్‌విల్లే, క్యూబెక్",22,1
2950,Stephane Da Costa,స్టెఫాన్ డా కోస్టా,7/11/1989,2011,'10-'11,OTT,ఓటిటి,47,7,4,11,-11,10,75,0,1,1,0,0,0,0,11:25,0:00,24,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,180,83,25.6,25.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Paris, France","పారిస్, ఫ్రాన్స్",22,1
2951,Stephane Fiset,స్టెఫాన్ ఫిసెట్,6/17/1970,1990,'89-'90,QUE,క్యూయుఇ ,390,0,0,0,0,0,0,NONE,0,0,0,0,0,0,56:55:00,NONE,35,5,164,153,44,0,44.77,5.97,11079,9965,0.829,16,Goaltender,గోల్ టెండర్ ,185,98,28.6,28.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Montreal, Quebec","మాంట్రియల్, క్యూబెక్",20,1
2952,Stephane J.G. Richer,స్టెఫాన్ జేజి రిచర్,4/28/1966,1993,'92-'93,TB,టిబి,27,1,5,6,-10,20,27,0,0,1,0,0,1,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,180,86,26.5,26.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Hull, Quebec","హల్, క్యూబెక్",27,1
2953,Stephane Matteau,స్టెఫాన్ మాటియో,9/2/1969,1991,'90-'91,CGY,సిజివై,848,144,172,316,41,742,1021,13.2,14,9,4,11,19,4,0:00,0:00,32,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,193,98,26.3,26.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Rouyn-Norands, Quebec","రౌయిన్-నోరాండ్స్, క్యూబెక్",22,1
2954,Stephane Morin,స్టెఫాన్ మోరిన్,3/27/1969,1990,'89-'90,QUE,క్యూయుఇ ,90,16,39,55,4,52,124,0,3,4,1,1,2,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,183,79,23.6,23.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Montreal, Quebec","మాంట్రియల్, క్యూబెక్",21,1
2955,Stephane Quintal,స్టెఫాన్ క్వింటాల్,10/22/1968,1989,'88-'89,BOS,బిఓఎస్,1037,63,180,243,-88,1320,1478,0,8,34,4,10,10,1,0:00,0:00,5,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,190,106,29.4,29.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Boucherville, Quebec","బౌచర్‌విల్లే, క్యూబెక్",21,1
2956,Stephane Richer,స్టెఫాన్ రిచర్,6/7/1966,1985,'84-'85,MTL,ఎంటిఎల్,1054,421,398,819,77,614,2849,0,93,111,13,6,72,10,0:00,0:00,44,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,190,103,28.5,28.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Ripon, Quebec","రిపాన్, క్యూబెక్",19,1
2957,Stephane Robidas,స్టెఫాన్ రోబిడాస్,3/3/1977,2000,'99-'00,MTL,ఎంటిఎల్,937,57,201,258,16,713,1283,0,23,71,2,5,8,0,15:54,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,180,86,26.5,26.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Sherbrooke, Quebec","షెర్‌బ్రూక్, క్యూబెక్",23,1
2958,Stephane Veilleux,స్టెఫాన్ వీల్లెక్స్,11/16/1981,2003,'02-'03,MIN,ఎంఐఎన్,506,50,56,106,-64,348,687,5.8,2,4,2,3,5,0,12:08,92:14:00,19,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,185,90,26.3,26.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Beauceville, Quebec","బ్యూస్‌విల్లే, క్యూబెక్",22,1
2959,Stephane Yelle,స్టెఫాన్ యెల్లే,5/9/1974,1996,'95-'96,COL,సిఓఎల్,991,96,169,265,7,490,1107,14,8,13,11,10,11,0,0:00,0:00,18,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,188,84,23.8,23.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Ottawa, Ontario","ఒట్టావా, అంటారియో",22,1
2960,Stephen Gionta,స్టీఫెన్ జియోంటా,10/9/1983,2011,'10-'11,NJ,ఎన్.జె,301,16,40,56,-12,95,329,0,0,0,1,3,3,0,9:00,0:00,10,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,170,84,29.1,29.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Rochester, New York","రోచెస్టర్, న్యూయార్క్",28,1
