Index,Name,Name,Date_of_birth,Season_year,Season,Team,Games_Played,Goals,Assists,Points,PlusMinus_Ratings,Penalty_Minutes,Shots_on_Goal,,Shooting_Percentage,PowerPlay_Assists,Short_Goals,Short_Assists,Game_Winning_Goals,Game_Tying_Goals,Time_on_Ice_per_Game,Production,Number,Games_Started,Wins,Losses,Ties,Overtime_Losses,Goals_Against,Goals_Against_Average,Shots_Against,Saves,Save_Percentage,Shutouts,Position,Height,Weight,Body_mass_index,Place_of_birth,Place_of_birth,Age,Experience
2566,Phil Varone,ఫిల్ వారోన్,12/4/1990,2014,'13-'14,BUF,9,1,1,2,-3,4,15,,6.7,0,0,0,0,NONE,11:24,51:20,36,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,178,88,27.8,"Vaughan, Ontario","వౌఘన్, ఓంటేరియో",24,1
2567,Phil Von Stefenelli,ఫిల్ వోన్ స్తీఫెనెల్లి,4/10/1969,1996,'95-'96,BOS,27,0,4,4,2,16,20,,0,0,0,0,0,0,0:00,0:00,29,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,83,24.2,"Vancouver, British Columbia","వాంకోవర్, బ్రిటిష్ కొలంబియా",27,1
2568,Philip Larsen,ఫిలిప్ లార్సెన్,12/7/1989,2010,'09-'10,DAL,2,0,1,1,1,0,1,,0,0,0,0,0,NONE,12:27,24:54,63,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,83,24.2,"Esberg, Denmark","ఎస్బర్గ్, డెన్మార్క్",21,1
2569,Philip McRae,ఫిలిప్ ఎంక్రే,3/15/1990,2011,'10-'11,STL,15,1,2,3,-10,2,13,,7.7,0,0,0,0,NONE,9:02,45:11,50,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,188,91,25.8,"Apple Valley, Minnesota","అప్పులీ వ్యాలీ, మిన్నెసోటా",21,1
2570,Philipp Grubauer,ఫిలిప్ గ్రూబర్,11/25/1991,2013,'12-'13,WSH,2,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,41:59,NONE,31,1,0,1,NONE,0,5,3.57,59,54,0.915,0,Goaltender,185,83,24.2,"Rosenheim, Germany","రోసేన్హెయిం, జర్మనీ",22,1
2571,Philippe Audet,ఫిలిప్ప్ ఆడెట్,6/4/1977,1999,'98-'99,DET,4,0,0,0,-2,0,3,,0,0,0,0,0,0,0:00,0:00,22,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,188,79,22.4,"Ottawa, Ontario","ఒత్తవ, ఓంటేరియో",22,1
2572,Philippe Boucher,ఫిలిప్ప్ బౌచర్,3/24/1973,1993,'92-'93,BUF,18,0,4,4,1,14,28,,0,1,0,0,0,0,0:00,0:00,43,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,190,100,27.7,"St. Apollinaire, Quebec","స్ట్. అఅపొలినైర్, క్వీబెక్",20,1
2573,Philippe Bozon,ఫిలిప్ప్ బోజాన్,11/30/1966,1992,'91-'92,STL,9,1,3,4,5,4,19,,5.3,1,0,0,0,0,0:00,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,178,82,25.9,Chamonix,చామోనిక్,26,1
2574,Philippe Cornet,ఫిలిప్ప్ కార్నెట్,3/28/1990,2012,'11-'12,EDM,2,0,1,1,0,0,0,,0,0,0,0,0,NONE,10:35,21:09,63,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,183,89,26.6,"Val-D'Or, Quebec","వాల్-డి'ఓర్, క్వీబెక్",22,1
2575,Philippe DeRouville,ఫిలిప్ప్ డెరోవిల్లే,8/7/1974,1995,'94-'95,PIT,1,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,60:00,NONE,39,1,1,0,0,NONE,3,3,27,24,0.889,0,Goaltender,185,83,24.2,"Victoriaville, Quebec","విక్టోరియవీలి, క్వీబెక్",21,1
2576,Philippe Dupuis,ఫిలిప్ప్ దుప్పుస్,4/24/1985,2009,'08-'09,COL,8,0,0,0,-1,4,11,,0,0,0,0,0,NONE,9:34,0:00,11,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,183,89,26.6,"Laval, Quebec","లవల్, క్వీబెక్",24,1
2577,Philippe Sauve,ఫిలిప్ప్ సౌవే,2/27/1980,2004,'03-'04,COL,17,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,58:01,NONE,30,16,7,7,3,NONE,50,3.04,479,429,0.896,0,Goaltender,183,86,25.7,"Buffalo, New York","బుఫ్ఫలో, న్యూ యార్క్",24,1
2578,Pierre Dagenais,పైర్రే డాజెనాయిస్,3/4/1978,2001,'00-'01,NJ,9,3,2,5,1,6,20,,15,1,0,0,1,0,12:22,22:16,26,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,196,98,25.5,"Blainville, Quebec","బ్లైన్విల్లే, క్వీబెక్",23,1
2579,Pierre Hedin,పైర్రే హేదిన్,2/19/1978,2004,'03-'04,TOR,3,0,1,1,-1,0,4,,0,0,0,0,0,0,19:20,57:59,3,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,90,26.3,Ornskoldsvik,ఆర్నస్కోల్డస్కోల్స్విక్,26,1
2580,Pierre Sevigny,పైర్రే సెవిజ్ఞ్య్,9/8/1971,1994,'93-'94,MTL,43,4,5,9,6,42,19,,21.1,0,0,0,1,0,0:00,0:00,36,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,183,86,25.7,"Trois-Rivieres, Quebec","ట్రాయిస్-రివీర్స్, క్వీబెక్",23,1
2581,Pierre Turgeon,పైర్రే టర్జన్,8/28/1969,1988,'87-'88,BUF,76,14,28,42,-8,34,101,,13.9,9,0,0,3,0,0:00,0:00,87,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,185,90,26.3,"Rouyn, Quebec","రోయ్న్, క్వీబెక్",19,1
2582,Pierre-Cedric Labrie,పైర్రే-సెడ్రిక్ లాబ్రీ,12/6/1986,2012,'11-'12,TB,14,0,2,2,-2,15,5,,0,0,0,0,0,NONE,5:54,41:18,49,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,188,100,28.3,"Baie-Comeau, Quebec","బేయ్-కోమీ, క్వీబెక్",26,1
2583,Pierre-Luc Letourneau-Leblond,పైర్రే-లక్ లెటోర్నియా-లెబ్లాండ్,6/4/1985,2009,'08-'09,NJ,8,0,1,1,3,22,3,,0,0,0,0,0,NONE,4:51,38:44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,188,95,26.9,"Levis, Quebec","లెవీస్, క్వీబెక్",24,1
2584,Pierre-Marc Bouchard,పైర్రే-మార్క్ బౌచర్డ్,4/27/1984,2003,'02-'03,MIN,50,7,13,20,1,18,53,,13.2,4,0,0,1,0,13:16,33:11,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,180,78,24.1,"Sherbrooke, Quebec","షెర్బ్రూక్, క్వీబెక్",19,1
2585,Prestin Ryan,ప్రెస్టిన్ ర్యాన్,6/29/1980,2006,'05-'06,VAN,1,0,0,0,-1,2,0,,0,0,0,0,0,NONE,7:30,0:00,53,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,183,88,26.3,"Arcola, Saskatchewan","ఆర్కోలా, శస్కత్చేవన్",26,1
2586,Quintin Laing,క్వింటిన్ లైంగ్,6/8/1979,2004,'03-'04,CHI,3,0,1,1,1,0,3,,0,0,0,0,0,0,11:57,35:52,49,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,188,91,25.8,"Harris, Saskatchewan","హారిస్, శస్కత్చేవన్",25,1
2587,Quinton Howden,కింటన్ హౌడెన్,1/21/1992,2013,'12-'13,FLA,18,0,0,0,-11,2,22,,0,0,0,0,0,NONE,10:27,0:00,21,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,188,86,24.3,"Winnipeg, Manitoba","విన్నిపెగ్, మనితోబా",21,1
2588,R.J. Umberger,ర్.జ్. అంబర్జర్,5/3/1982,2006,'05-'06,PHI,73,20,18,38,9,18,138,,14.5,4,0,0,2,NONE,13:14,25:25,81,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,188,97,27.4,"Pittsburgh, Pennsylvania","పిట్ట్స్బూర్గ్, పెన్సిల్వ్వేనియా",24,1
2589,Radek Bonk,రాదెక్ బాంక్,1/9/1976,1995,'94-'95,OTT,42,3,8,11,-5,28,40,,7.5,3,0,0,0,0,0:00,0:00,14,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,190,95,26.3,"Krnov, Czechoslovakia","కర్నవ్, కక్చోస్లోవేవియా",19,1
2590,Radek Dvorak,రాదెక్ ద్వోరాక్,3/9/1977,1996,'95-'96,FLA,77,13,14,27,5,20,126,,10.3,1,0,0,4,0,0:00,0:00,18,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,188,88,24.9,"Tabor, Czechoslovakia","టాబర్, కక్చోస్లోవేవియా",19,1
2591,Radek Hamr,రాదెక్ హామర్,6/15/1974,1993,'92-'93,OTT,4,0,0,0,-4,0,2,,0,0,0,0,0,0,0:00,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,180,76,23.5,Usti-Nad-Labem,ఉస్తీ-నాడ్-లాబెం,19,1
2592,Radek Martinek,రాదెక్ మార్టిన్క్,8/31/1976,2002,'01-'02,NYI,23,1,4,5,5,16,25,,4,1,0,0,1,0,21:07,97:10,4,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,188,95,26.9,"Havlicko Brod, Czechoslovakia","హావికోలికో బ్రద్, కక్చోస్లోవేవియా",26,1
2593,Radek Smolenak,రాదెక్ స్మోలెన్క,12/3/1986,2009,'08-'09,TB,6,0,1,1,1,10,14,,0,0,0,0,0,NONE,8:21,50:03,52,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,190,82,22.7,"Prague, Czechoslovakia","ప్రాగే, కక్చోస్లోవేవియా",23,1
2594,Radim Bicanek,రేడిం బికానెక్,1/18/1975,1995,'94-'95,OTT,6,0,0,0,3,0,6,,0,0,0,0,0,0,0:00,0:00,32,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,95,27.8,Uherske Hradiste,ఊహర్స్కే హ్రదిస్తే,20,1
2595,Radim Vrbata,రేడిం వర్బత,6/13/1981,2002,'01-'02,COL,52,18,12,30,7,14,112,,16.1,5,0,0,3,0,14:32,25:12,71,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,185,88,25.7,"Mlada Boleslav, Czechoslovakia","ఎమ్లాడా బోలెస్లావ్, కక్చోస్లోవేవియా",21,1
2596,Radko Gudas,రాడ్కో గుదాస్,6/5/1990,2013,'12-'13,TB,22,2,3,5,3,38,31,,6.5,0,0,0,1,NONE,17:00,74:46,33,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,183,93,27.8,"Prague, Czechoslovakia","ప్రాగే, కక్చోస్లోవేవియా",23,1
2597,Radoslav Hecl,రాదోస్లావ్ హెక్ల్,10/11/1974,2003,'02-'03,BUF,14,0,0,0,0,2,3,,0,0,0,0,0,0,10:01,0:00,21,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,190,92,25.5,Patrizanske,పత్రిజన్స్కే,29,1
2598,Radoslav Suchy,రాదోస్లావ్ సుచీ,4/7/1976,2000,'99-'00,PHX,60,0,6,6,2,16,36,,0,1,0,0,0,0,15:09,151:32,21,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,188,90,25.5,Kezmarok,కెజ్మరోక్,24,1
2599,Radovan Somik,రాడోవన్ సోమిక్,5/5/1977,2003,'02-'03,PHI,60,8,10,18,9,10,95,,8.4,0,1,0,2,0,15:49,52:43,20,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,188,88,24.9,Martin,మార్టిన్,26,1
2600,Raffi Torres,రాఫీ టోర్ర్స్,10/8/1981,2002,'01-'02,NYI,14,0,1,1,2,6,9,,0,0,0,0,0,0,7:35,106:03,13,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,183,94,28.1,"Toronto, Ontario","టోరంటో, ఓంటేరియో",21,1
2601,Raitis Ivanans,రైటిస్ ఇవన్సన్స్,1/1/1979,2006,'05-'06,MTL,4,0,0,0,-1,9,0,,0,0,0,0,0,NONE,2:58,0:00,41,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,193,109,29.3,"Riga, USSR","రీగా, అస్స్ర్",27,1
2602,Ralph Intranuovo,రాల్ఫ్ ఇంట్రనువ్వో,12/11/1973,1995,'94-'95,EDM,1,0,1,1,1,0,1,,0,0,0,0,0,0,0:00,0:00,13,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,173,84,28.1,"East York, Ontario","ఈస్ట్ యార్క్, ఓంటేరియో",22,1
2603,Ramzi Abid,రంజీ అబిడ్,3/24/1980,2003,'02-'03,PIT,3,0,0,0,-5,2,7,,0,0,0,0,0,0,17:33,0:00,14,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,188,98,27.7,"Montreal, Quebec","మాంట్రీల్, క్వీబెక్",23,1
2604,Randy Burridge,రాండీ బరిడ్జ్,1/7/1966,1986,'85-'86,BOS,52,17,25,42,17,28,90,,18.9,9,0,1,2,0,0:00,0:00,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,175,85,27.8,"Fort Erie, Ontario","ఫోర్ట్ ఎరీ, ఓంటేరియో",20,1
2605,Randy Cunneyworth,రాండీ కున్నెవర్ట్,5/10/1961,1981,'80-'81,BUF,1,0,0,0,0,2,1,,0,0,0,0,0,0,0:00,0:00,17,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,183,86,25.7,"Etobicoke, Ontario","ఎటాబికోక్, ఓంటేరియో",20,1
2606,Randy Gilhen,రాండీ జిల్హెన్,6/13/1963,1983,'82-'83,HAR,2,0,1,1,0,0,4,,0,0,0,0,0,0,0:00,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,183,86,25.7,Zweibrucken,జ్వైబ్రక్కెన్,20,1
2607,Randy Jones,రాండీ జోన్స్,7/23/1981,2004,'03-'04,PHI,5,0,0,0,1,0,5,,0,0,0,0,0,0,12:00,0:00,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,188,95,26.9,"Quispamsis, New Brunswick","క్విస్పంసిస్, న్యూ బ్రూన్స్విక్",23,1
2608,Randy Ladouceur,రాండీ లడోసర్,6/30/1960,1983,'82-'83,DET,27,0,4,4,-10,16,17,,0,0,0,0,0,0,0:00,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,188,100,28.3,"Brockville, Ontario","బ్రాక్విల్లె, ఓంటేరియో",23,1
2609,Randy McKay,రాండీ ఎంకే,1/25/1967,1989,'88-'89,DET,3,0,0,0,-1,0,2,,0,0,0,0,0,0,0:00,0:00,21,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,188,95,26.9,"Montreal, Quebec","మాంట్రీల్, క్వీబెక్",22,1
2610,Randy Moller,రాండీ మొల్లర్,8/23/1963,1983,'82-'83,QUE,75,2,12,14,9,145,72,,2.8,0,0,1,1,0,0:00,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,188,93,26.3,"Red Deer, Alberta","రీడ్ డీర్, ఆల్బర్టా",20,1
2611,Randy Robitaille,రాండీ రోబిటైల్లె,10/12/1975,1997,'96-'97,BOS,1,0,0,0,0,0,0,,0,0,0,0,0,0,0:00,0:00,27,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,180,91,28.1,"Ottawa, Ontario","ఒత్తవ, ఓంటేరియో",22,1
2612,Randy Wood,రాండీ వూడ్,10/12/1963,1987,'86-'87,NYI,6,1,0,1,-1,4,4,,25,0,0,0,0,0,0:00,0:00,11,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,183,88,26.3,"Princeton, New Jersey","ప్రిన్సెటన్, న్యూ జెర్సీ",24,1
2613,Rasmus Rissanen,రాస్మస్ రిస్సానెన్,7/13/1991,2015,'14-'15,CAR,6,0,0,0,-5,4,3,,0,0,0,0,0,NONE,14:59,0:00,62,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,190,98,27.1,"Kuopio, Finland","కుపి, ఫైన్లాండ్",24,1
2614,Rastislav Stana,రాస్తిస్లవావ్ స్తానా,1/10/1980,2004,'03-'04,WSH,6,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,35:13,NONE,1,3,1,2,0,NONE,11,3.12,100,89,0.89,0,Goaltender,188,83,23.5,Kosice,కొసిస్,24,1
2615,Ravil Gusmanov,రావిల్ గుస్మానవ్,7/25/1972,1996,'95-'96,PHX,4,0,0,0,-3,0,6,,0,0,0,0,0,0,0:00,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,190,84,23.3,Naberezhnye Chelny,నబరెజ్ఞే చెల్నీ,24,1
2616,Ray Bourque,రే బోర్క్యూయర్క్,12/28/1960,1980,'79-'80,BOS,80,17,48,65,52,73,185,,9.2,24,2,0,1,1,0:00,0:00,77,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,183,99,29.6,"Montreal, Quebec","మాంట్రీల్, క్వీబెక్",20,1
2617,Ray Emery,రే ఎమెరీ,9/28/1982,2003,'02-'03,OTT,3,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,28:15,NONE,29,1,1,0,0,NONE,2,1.42,26,24,0.923,0,Goaltender,188,89,25.2,"Hamilton, Ontario","హామిల్టన్, ఓంటేరియో",21,1
2618,Ray Ferraro,రే ఫర్రరో,8/23/1964,1985,'84-'85,HAR,44,11,17,28,-1,40,59,,18.6,6,0,0,2,0,0:00,0:00,13,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,175,91,29.7,"Trail, British Columbia","ట్రెయిల్, బ్రిటిష్ కొలంబియా",21,1
2619,Ray Giroux,రే జిరాక్స్,7/20/1976,2000,'99-'00,NYI,14,0,9,9,0,10,24,,0,7,0,0,0,0,14:40,22:49,19,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,86,25.1,"North Bay, Ontario","నోర్త్ బే, ఓంటేరియో",24,1
2620,Ray Macias,రే మేషియస్,9/18/1986,2009,'08-'09,COL,6,0,1,1,0,0,4,,0,1,0,0,0,NONE,17:59,107:53,63,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,188,88,24.9,"Long Beach, California","లాంగ్ బీచ్, కాలిఫోర్నియా",23,1
2621,Ray Schultz,రే స్కూల్ట్జ్,11/14/1976,1998,'97-'98,NYI,13,0,1,1,3,45,4,,0,0,0,0,0,0,0:00,0:00,37,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,188,98,27.7,"Red Deer, Alberta","రీడ్ డీర్, ఆల్బర్టా",22,1
2622,Ray Sheppard,రే శెప్పార్డ్,5/27/1966,1988,'87-'88,BUF,74,38,27,65,-6,14,173,,22,8,0,0,5,2,0:00,0:00,26,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,185,88,25.7,"Pembroke, Ontario","పెంబ్రోకే, ఓంటేరియో",22,1
2623,Ray Whitney,రే విట్నీ,5/8/1972,1992,'91-'92,SJ,2,0,3,3,-1,0,4,,0,2,0,0,0,0,0:00,0:00,13,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,178,82,25.9,"Fort Saskatchewan, Alberta","ఫోర్ట్ శస్కత్చేవన్, ఆల్బర్టా",20,1
2624,Raymond Sawada,రాయ్మోండ్ సవాదా,2/19/1985,2009,'08-'09,DAL,5,1,0,1,-1,0,2,,50,0,0,0,0,NONE,8:42,43:28,12,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,188,94,26.6,"Richmond, British Columbia","రిక్చమండ్, బ్రిటిష్ కొలంబియా",24,1
2625,Reed Low,రీడ్ లో,6/21/1976,2001,'00-'01,STL,56,1,5,6,4,159,31,,3.2,0,0,0,0,0,6:17,58:39,34,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,193,100,26.9,"Moose Jaw, Saskatchewan","మూస్ జా, శస్కత్చేవన్",25,1
2626,Reggie Savage,రెగ్జీ సవేగే,5/1/1970,1991,'90-'91,WSH,1,0,0,0,-1,0,2,,0,0,0,0,0,0,0:00,0:00,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,178,85,26.8,"Montreal, Quebec","మాంట్రీల్, క్వీబెక్",21,1
2627,Reid Simpson,రీడ్ సింప్సన్,5/21/1969,1992,'91-'92,PHI,1,0,0,0,0,0,0,,0,0,0,0,0,0,0:00,0:00,33,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,188,98,27.7,"Flin Flon, Manitoba","ఫ్లిన్ ఫ్లోన్, మనితోబా",23,1
2628,Reinhard Divis,రీంహార్డ్ డివిస్,7/4/1975,2002,'01-'02,STL,1,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,25:06,NONE,50,0,0,0,0,NONE,0,0,4,4,1,0,Goaltender,183,87,26,Vienna,వీన్న,27,1
2629,Rem Murray,రేం మూర్రాయ్,10/9/1972,1997,'96-'97,EDM,82,11,20,31,9,16,85,,12.9,3,0,1,2,0,0:00,0:00,22,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,188,91,25.8,"Stratford, Ontario","స్ట్రాట్‌ఫార్డ్, ఓంటేరియో",25,1
2630,Remi Royer,రేమి రోయర్,2/12/1978,1999,'98-'99,CHI,18,0,0,0,-10,67,24,,0,0,0,0,0,0,0:00,0:00,6,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,83,24.2,"Donnacona, Quebec","దొన్నకొన, క్వీబెక్",21,1
2631,Rene Bourque,రేణే బోర్క్యూయర్క్,12/10/1981,2006,'05-'06,CHI,77,16,18,34,3,56,180,,8.9,5,0,0,2,NONE,15:20,34:45,17,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,188,98,27.7,"Lac La Biche, Alberta","లాక్ లా బిచ్చే, ఆల్బర్టా",25,1
2632,Rene Corbet,రేణే కార్బెట్,6/25/1973,1994,'93-'94,QUE,9,1,1,2,1,0,14,,7.1,1,0,0,0,0,0:00,0:00,9,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,183,88,26.3,"Victoriaville, Quebec","విక్టోరియవీలి, క్వీబెక్",21,1
2633,Reto Von Arx,రేటో వోన్ ఆర్క్స్,9/13/1976,2001,'00-'01,CHI,19,3,1,4,-4,4,12,,25,0,0,0,1,0,11:26,54:17,17,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,178,80,25.2,Egerkingen,ఈజర్కింజన్,25,1
2634,Rhett Rakhshani,రెట్ట్ రాఖ్షణి,3/6/1988,2011,'10-'11,NYI,2,0,0,0,-1,0,2,,0,0,0,0,0,NONE,11:43,0:00,49,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Right_wing,178,86,27.1,"Orange, California","ఓరంజ్, కాలిఫోర్నియా",23,1
2635,Rhett Warrener,రెట్ట్ వారేనర్,1/27/1976,1996,'95-'96,FLA,28,0,3,3,5,46,19,,0,0,0,0,0,0,0:00,0:00,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,94,27.5,"Shaunavon, Saskatchewan","షౌనవన్, శస్కత్చేవన్",20,1
2636,Ric Jackman,రిక్ జాక్మ్మాన్,6/28/1978,2000,'99-'00,DAL,22,1,2,3,-1,6,16,,6.3,0,0,0,0,0,8:06,59:25,25,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,188,90,25.5,"Toronto, Ontario","టోరంటో, ఓంటేరియో",22,1
2637,Ricard Persson,రికార్డ్ పర్సన్,8/24/1969,1996,'95-'96,NJ,12,2,1,3,5,8,41,,4.9,1,0,0,0,0,0:00,0:00,27,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,185,91,26.6,Ostersund,ఆస్టర్సండ్,27,1
2638,Rich Brennan,రిచ్ బ్రెన్నాన్,11/26/1972,1997,'96-'97,COL,2,0,0,0,0,0,0,,0,0,0,0,0,0,0:00,0:00,59,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Defence,188,91,25.8,"Schenectady, New York","స్కెనెక్టాడీ, న్యూ యార్క్",25,1
2639,Rich Clune,రిచ్ క్లూన్,4/25/1987,2010,'09-'10,LA,14,0,2,2,1,26,7,,0,0,0,0,0,NONE,7:17,50:59,39,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Left_wing,180,99,30.6,"Toronto, Ontario","టోరంటో, ఓంటేరియో",23,1
2640,Rich Parent,రిచ్ పేరెంట్,1/12/1973,1998,'97-'98,STL,1,NONE,NONE,NONE,NONE,NONE,NONE,,NONE,NONE,NONE,NONE,NONE,NONE,12:04,NONE,31,0,0,0,0,NONE,0,0,1,1,1,0,Goaltender,190,88,24.4,"Montreal, Quebec","మాంట్రీల్, క్వీబెక్",25,1
2641,Rich Peverley,రిచ్ పెవర్లీ,7/8/1982,2007,'06-'07,NSH,13,0,1,1,-1,0,9,,0,0,0,0,0,NONE,7:31,97:48,17,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Centre,180,88,27.2,"Guelph, Ontario","గుల్ఫ్, ఓంటేరియో",25,1
